Case ID,Activity_Declaration APPROVED by ADMINISTRATION,Activity_Declaration APPROVED by BUDGET OWNER,Activity_Declaration APPROVED by PRE_APPROVER,Activity_Declaration FINAL_APPROVED by SUPERVISOR,Activity_Declaration REJECTED by SUPERVISOR,Activity_Declaration SAVED by EMPLOYEE,Activity_Declaration SUBMITTED by EMPLOYEE,Activity_Payment Handled,Activity_Request Payment,Resource_STAFF MEMBER,Resource_SYSTEM,id_other,Role_ADMINISTRATION,Role_BUDGET OWNER,Role_EMPLOYEE,Role_PRE_APPROVER,Role_SUPERVISOR,Role_UNDEFINED,month_1,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_1,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_2,hour_20,hour_21,hour_22,hour_23,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,duration_mean,duration_max,duration_min,duration_sum,duration_std,elapsed_mean,elapsed_max,elapsed_min,elapsed_sum,elapsed_std,true_value,predicted_value,relative_error
declaration 128204_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,5,0,0,1,1,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2376.2066666666665,7346.85,0.0,11881.033333333333,3042.054021764461,337705.2,712862.0,0.0,1688526.0,323239.33908901,0.0,0.06392773,4.5524790924661543e-07
declaration 128209_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1512.22,6299.95,0.0,7561.1,2727.7831708438425,106272.2,453666.0,0.0,531361.0,196897.06134348476,0.0,0.06375242,4.539994605380925e-07
declaration 128225_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,4,2,0,0,1,2,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6959.363888888889,27755.15,0.0,41756.183333333334,10801.565116116875,922713.3333333334,2505371.0,0.0,5536280.0,1177962.0669914063,0.0,0.069782495,4.969413739720932e-07
declaration 128235_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,5,0,0,3,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,946.3433333333335,3152.0833333333335,0.0,4731.716666666667,1385.0665973559219,76865.4,283903.0,0.0,384327.0,122550.15941156504,0.0,0.06777119,4.826182768955154e-07
declaration 128240_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2382.833333333333,7441.4,0.0,11914.166666666666,3108.0612381354395,212574.4,714850.0,0.0,1062872.0,301425.9785366882,0.0,0.06397604,4.555919356565628e-07
declaration 128245_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,4,1,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7000.043333333333,31483.116666666665,0.0,35000.21666666667,13757.82609966253,803061.6,2100013.0,0.0,4015308.0,1095864.399776861,0.0,0.06401523,4.558710193882598e-07
declaration 128250_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,6,0,0,3,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,790.4638888888888,1849.5833333333333,0.0,4742.783333333333,820.5782095176456,91885.5,284567.0,0.0,551313.0,115491.8722313393,0.0,0.06411902,4.566101137575638e-07
declaration 128272_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,5,0,0,3,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2067.6099999999997,6332.783333333334,0.0,10338.05,2618.930257720804,203677.2,620283.0,0.0,1018386.0,254817.83485011404,0.0,0.06364226,4.5321500179795184e-07
declaration 128303_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,5,0,0,2,1,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,901.5866666666667,1775.2,0.0,4507.933333333333,839.4563723194779,103889.8,270476.0,0.0,519449.0,115410.05878258619,0.0,0.06405399,4.5614702577082404e-07
declaration 128348_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,5,1,0,1,3,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,5571.238888888889,18826.183333333334,0.0,33427.433333333334,7059.651290685261,746478.1666666666,2005646.0,0.0,4478869.0,896016.4154140071,0.0,0.06420005,4.5718716977770386e-07
declaration 128354_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,4,2,0,2,2,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8911.847222222223,40531.75,0.0,53471.083333333336,15723.778420134606,1120348.1666666667,3208265.0,0.0,6722089.0,1522403.269454111,0.0,0.069761895,4.967946693108495e-07
declaration 128360_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2190.019444444444,9509.383333333331,0.0,13140.116666666665,3755.1430204072067,329337.1666666667,788407.0,0.0,1976023.0,367692.28504792793,0.0,0.064580105,4.5989364528224076e-07
declaration 128366_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2188.613888888889,9510.666666666666,0.0,13131.683333333334,3756.754292713868,328987.1666666667,787901.0,0.0,1973923.0,367527.654839968,0.0,0.064580105,4.5989364528224076e-07
declaration 128372_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,5,0,0,1,2,1,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1742.31,6065.083333333333,0.0,8711.55,2505.49213602726,151663.2,522693.0,0.0,758316.0,217546.89560345374,0.0,0.06385914,4.54759459658402e-07
declaration 128377_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,4,2,0,2,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,8719.866666666667,40531.333333333336,0.0,52319.2,15837.567286606165,1074416.3333333333,3139152.0,0.0,6446498.0,1502213.8893068014,0.0,0.06462422,4.602078001825027e-07
declaration 128383_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1534.4033333333332,6273.7,0.0,7672.016666666666,2690.4402458416434,111995.6,460321.0,0.0,559978.0,197772.7803283354,0.0,0.06452376,4.5949236956687485e-07
declaration 128404_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1735.5722222222223,8506.816666666668,0.0,10413.433333333334,3401.624516114269,274848.0,624806.0,0.0,1649088.0,303488.94913983275,0.0,0.06715797,4.782513593028687e-07
declaration 128410_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,3,2,0,0,0,2,1,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4079.686666666667,8866.55,0.0,20398.433333333334,3838.2871962489844,642294.0,1223906.0,0.0,3211470.0,492572.38267740916,0.0,0.069463834,4.94672094275386e-07
declaration 128415_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,3,2,0,0,0,2,1,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4079.38,8866.75,0.0,20396.9,3837.7061073388036,642207.4,1223814.0,0.0,3211037.0,492549.09488070325,0.0,0.06982142,4.972185476250182e-07
declaration 128420_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,3,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.9800000000005,5678.75,0.0,10314.900000000001,2371.1366536900023,280451.8,618894.0,0.0,1402259.0,274566.97909836133,0.0,0.06396167,4.55489587269026e-07
declaration 128425_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,3,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3380.836111111111,9811.033333333333,0.0,20285.016666666666,3901.6583508870044,491692.0,1217101.0,0.0,2950152.0,545702.2127483084,0.0,0.074635275,5.31499421098039e-07
declaration 128439_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,3,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2627.991666666667,6341.766666666666,0.0,15767.95,2695.136479717781,375168.0,946077.0,0.0,2251008.0,359979.284601767,0.0,0.07240706,5.156316539300362e-07
declaration 128445_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3152.023333333333,10568.133333333331,0.0,15760.116666666665,4519.922822651091,335880.2,945607.0,0.0,1679401.0,447312.5865088082,0.0,0.06620783,4.7148517054152653e-07
declaration 128450_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,3,1,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774.0466666666666,7092.333333333333,0.0,8870.233333333334,3069.5088289541986,127927.2,532214.0,0.0,639636.0,230653.7853487343,0.0,0.063944526,4.553675014008445e-07
declaration 128455_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,2,3,0,1,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6506.152777777778,24467.133333333335,0.0,39036.91666666667,9521.594408270175,806619.8333333334,2342215.0,0.0,4839719.0,1074404.582199353,0.0,0.104409404,7.435296252705206e-07
declaration 128461_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,1,2,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1758.64,4164.366666666667,0.0,8793.2,1952.3820598039836,219445.2,527592.0,0.0,1097226.0,224809.82529062202,0.0,0.063873954,4.5486493845281524e-07
declaration 128466_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,5,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,944.18,3360.9166666666665,0.0,4720.9,1458.4605076643886,73880.0,283254.0,0.0,369400.0,122083.3280612058,0.0,0.065179385,4.641612918364834e-07
declaration 128471_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,4,1,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2093.3633333333332,6336.816666666667,0.0,10466.816666666666,2938.81704506441,176284.8,628009.0,0.0,881424.0,274066.5755992511,0.0,0.063873954,4.5486493845281524e-07
declaration 128476_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,4,2,0,0,4,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5103.622222222222,18856.5,0.0,30621.733333333334,7325.577465866251,610008.3333333334,1837304.0,0.0,3660050.0,829676.457300957,0.0,0.060658123,4.3196407554394526e-07
declaration 128482_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,6,0,0,0,3,1,1,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,775.0888888888888,2300.983333333333,0.0,4650.533333333333,934.266140684564,82338.33333333333,279032.0,0.0,494030.0,111545.04034275422,0.0,0.063953005,4.554278811131394e-07
declaration 128488_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,5,0,0,0,2,2,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,905.9466666666667,3392.9,0.0,4529.733333333334,1463.5100934150669,80906.6,271784.0,0.0,404533.0,111750.23366776465,0.0,0.063974924,4.555839769950125e-07
declaration 128515_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2432.3472222222226,9527.366666666669,0.0,14594.083333333336,3858.086816392819,344240.3333333333,875645.0,0.0,2065442.0,390843.32383944676,0.0,0.06482547,4.6164094289673607e-07
declaration 128521_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,5,0,0,0,3,1,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,902.4766666666667,3398.266666666667,0.0,4512.383333333333,1474.9510750642996,67649.6,270743.0,0.0,338248.0,117141.13476614437,0.0,0.065162756,4.64042866952615e-07
declaration 128526_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901.7700000000001,4315.366666666667,0.0,4508.85,1909.1838042443396,57003.2,270531.0,0.0,285016.0,119460.47560678804,0.0,0.065901056,4.6930051794597065e-07
declaration 128531_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900.9300000000001,4315.35,0.0,4504.650000000001,1909.2897439376654,57601.4,270279.0,0.0,288007.0,118984.42727222752,0.0,0.06617356,4.712411049206508e-07
declaration 128536_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,2,3,0,0,2,0,1,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4926.5633333333335,14010.116666666669,0.0,24632.81666666667,6226.893997627907,737034.8,1477969.0,0.0,3685174.0,714467.2866840721,0.0,0.06401866,4.558954259503474e-07
declaration 128541_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,3,3,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3919.1361111111114,11900.483333333334,0.0,23514.81666666667,4572.627591700381,600335.0,1410889.0,0.0,3602010.0,635575.3569108859,0.0,0.06624332,4.7173788457462023e-07
declaration 128547_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,3,3,0,0,1,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3198.680555555555,9668.166666666666,0.0,19192.083333333332,4018.920401998757,421281.6666666667,1151525.0,0.0,2527690.0,492710.7586094164,0.0,0.065933585,4.695321680548279e-07
declaration 128557_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,4,2,4,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3417.25,12833.566666666668,0.0,20503.5,5209.036538288268,362435.3333333333,1230210.0,0.0,2174612.0,540545.208081865,0.0,0.060953394,4.3406678045440495e-07
declaration 128563_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,4,2,0,4,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2229.805555555555,7198.15,0.0,13378.833333333332,2816.4416875370057,264428.6666666667,802730.0,0.0,1586572.0,349319.5714835724,0.0,0.064016156,4.5587759854847474e-07
declaration 128569_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,2,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1026.5305555555556,4582.483333333334,0.0,6159.183333333333,1826.3886041833323,107178.5,369551.0,0.0,643071.0,136123.77998681937,0.0,0.06397604,4.555919356565628e-07
declaration 128575_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3541.06,8503.866666666667,0.0,17705.3,3702.57560973139,453778.8,1062318.0,0.0,2268894.0,489128.33090631745,0.0,0.06446731,4.5909040410084134e-07
declaration 128580_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2479.7277777777776,5742.383333333333,0.0,14878.366666666667,2801.2203053841185,436920.3333333333,892702.0,0.0,2621522.0,381675.87605436455,0.0,0.067007706,4.771812907285598e-07
declaration 128590_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,6,2,3,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2431.6444444444446,9557.733333333334,0.0,14589.866666666667,3726.7922635464442,381763.6666666667,875392.0,0.0,2290582.0,395952.847760774,0.0,0.06479993,4.6145906095144e-07
declaration 128606_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2677.1133333333337,8740.966666666667,0.0,13385.566666666668,3651.617707175973,297352.6,803134.0,0.0,1486763.0,378810.9578289678,0.0,0.0636701,4.534132255282978e-07
declaration 128611_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1810.9900000000002,6144.966666666666,0.0,9054.95,2714.832581128265,144347.6,543297.0,0.0,721738.0,235312.98219775295,0.0,0.06397604,4.555919356565628e-07
declaration 128616_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1798.8733333333334,6258.95,0.0,8994.366666666667,2586.3429474624763,155946.0,539662.0,0.0,779730.0,224912.87140690724,0.0,0.06393028,4.552660549949501e-07
declaration 128621_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1755.0866666666666,7282.333333333333,0.0,8775.433333333332,3129.031027739347,137686.0,526526.0,0.0,688430.0,221185.40245233182,0.0,0.06391264,4.5514041425794277e-07
declaration 128626_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,6,0,3,1,2,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3860.7638888888882,17007.6,0.0,23164.58333333333,6553.5825647115125,473181.0,1389875.0,0.0,2839086.0,639937.1645044535,0.0,0.06275317,4.4688351513048673e-07
declaration 128640_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4601.643333333333,12660.283333333333,0.0,23008.216666666667,4973.125518734001,883665.0,1380493.0,0.0,4418325.0,542498.8373743303,0.0,0.06439751,4.5859330610040994e-07
declaration 128645_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,6,1,1,3,1,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1417.7861111111113,5861.816666666667,0.0,8506.716666666667,2223.944801583605,145691.16666666666,510403.0,0.0,874147.0,185947.98091231502,0.0,0.17508897,1.2468593107535481e-06
declaration 128651_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450.1466666666665,5742.216666666666,0.0,7250.733333333333,2475.1226821838773,122333.0,435044.0,0.0,611665.0,180283.99590091186,0.0,0.06841711,4.872180649251236e-07
declaration 128656_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2252.3199999999997,7218.25,0.0,11261.599999999999,3069.0034310016663,242086.0,675696.0,0.0,1210430.0,316293.85572359763,0.0,0.06699807,4.771126870659962e-07
declaration 128678_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3241.2633333333333,7121.2,0.0,16206.316666666666,3145.308657182065,416950.8,972379.0,0.0,2084754.0,426671.81572866987,0.0,0.06564268,4.674605284532862e-07
declaration 128683_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,4,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3375.422222222222,6839.233333333334,0.0,20252.533333333333,3008.8187460394684,540651.3333333334,1215152.0,0.0,3243908.0,505713.52463254007,0.0,0.07159694,5.098625793454587e-07
declaration 128698_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,940.1166666666666,4442.25,0.0,4700.583333333333,1960.6045413695463,62644.0,282035.0,0.0,313220.0,122878.03108977618,0.0,0.06511811,4.6372494495255257e-07
declaration 128703_6,1,1,0,1,0,0,1,1,1,4,2,6,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,5,1,0,3,1,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2434.5000000000005,8454.316666666668,0.0,14607.000000000002,3526.6804034231527,219797.66666666666,876420.0,0.0,1318786.0,351911.7260783827,0.0,0.06344695,4.5182409304767864e-07
declaration 128709_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,3,2,0,4,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4068.033333333333,14163.633333333331,0.0,20340.166666666664,6239.794284992717,414581.4,1220410.0,0.0,2072907.0,581908.8596655837,0.0,0.065862104,4.6902313206207103e-07
declaration 128714_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,3,2,0,2,0,1,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4929.58,18693.2,0.0,24647.899999999998,7880.408664031256,619654.0,1478874.0,0.0,3098270.0,742868.7098252961,0.0,0.06976532,4.968190758729371e-07
declaration 128719_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2318.62,7464.583333333333,0.0,11593.099999999999,3137.345249158381,201402.6,695586.0,0.0,1007013.0,294297.86478209455,0.0,0.06389996,4.550501099782188e-07
declaration 128724_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,3,0,1,0,2,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3521.37,8544.55,0.0,17606.85,3726.0234048177954,482867.8,1056411.0,0.0,2414339.0,438386.8950489966,0.0,0.06514801,4.639378656778948e-07
declaration 128729_5,1,0,0,1,0,0,1,1,1,3,2,5,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,3,0,1,1,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5209.983333333334,16851.65,0.0,26049.916666666668,7086.52124195214,744992.6,1562995.0,0.0,3724963.0,709680.9137480732,0.0,0.06401866,4.558954259503474e-07
