Case ID,Activity_Declaration APPROVED by PRE_APPROVER,Activity_Declaration FINAL_APPROVED by SUPERVISOR,Activity_Declaration REJECTED by ADMINISTRATION,Activity_Declaration REJECTED by EMPLOYEE,Activity_Declaration REJECTED by MISSING,Activity_Declaration REJECTED by PRE_APPROVER,Activity_Declaration REJECTED by SUPERVISOR,Activity_Declaration SAVED by EMPLOYEE,Activity_Declaration SUBMITTED by EMPLOYEE,Activity_Request Payment,Activity_other,Resource_STAFF MEMBER,Resource_SYSTEM,id_other,Role_ADMINISTRATION,Role_EMPLOYEE,Role_MISSING,Role_PRE_APPROVER,Role_SUPERVISOR,Role_UNDEFINED,month_1,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_1,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_2,hour_20,hour_21,hour_22,hour_23,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,duration_mean,duration_max,duration_min,duration_sum,duration_std,elapsed_mean,elapsed_max,elapsed_min,elapsed_sum,elapsed_std,true_value,predicted_value,relative_error
declaration 86604,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801542.0,835995.4,0.04298386734569118
declaration 86604_2,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.7666666666666667,1.5333333333333334,0.0,1.5333333333333334,1.084230397819373,46.0,92.0,0.0,92.0,65.05382386916237,801450.0,792130.06,0.01162884459417306
declaration 86604_3,0,0,0,1,0,0,1,0,1,0,0,3,0,3,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1404.4611111111114,4211.85,0.0,4213.383333333334,2431.2702169586933,84298.33333333333,252803.0,0.0,252895.0,145929.32923964714,548739.0,776071.7,0.41428199471880073
declaration 86611,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632598.0,855674.7,0.35263577738152824
declaration 86611_2,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.01666666666666665,0.0333333333333333,0.0,0.0333333333333333,0.02357022603955156,1.0,2.0,0.0,2.0,1.4142135623730951,632596.0,785307.75,0.24140486187076743
declaration 86615,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452415.0,1139035.9,1.5176792878220218
declaration 86615_2,1,0,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8666666666666667,3.7333333333333334,0.0,3.7333333333333334,2.6398653164297774,112.0,224.0,0.0,224.0,158.39191898578665,452191.0,956689.9,1.115676506166642
declaration 86615_3,1,1,0,0,0,0,0,0,1,0,0,3,0,3,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,426.31666666666666,1275.2166666666667,0.0,1278.95,735.1713350943741,25653.666666666668,76737.0,0.0,76961.0,44239.60615029629,375678.0,829486.56,1.2079721530140173
declaration 86620,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1655229.0,1252712.1,0.2431789649649686
declaration 86620_2,0,0,0,0,0,1,0,0,1,0,0,2,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583333333333333,0.1166666666666666,0.0,0.1166666666666666,0.08249579113843049,3.5,7.0,0.0,7.0,4.949747468305833,1655222.0,1190098.2,0.2810038472180771
declaration 86620_3,0,0,0,1,0,1,0,0,1,0,0,3,0,3,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999.8777777777779,2999.516666666667,0.0,2999.6333333333337,1731.738077155541,59995.0,179978.0,0.0,179985.0,103908.32608121449,1475251.0,1089856.0,0.26124029063528853
declaration 86632,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050066.0,809557.4,0.22904143644304262
declaration 86632_2,1,0,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720.4416666666667,1440.8833333333334,0.0,1440.8833333333334,1018.8583758986766,43226.5,86453.0,0.0,86453.0,61131.502553920596,963613.0,769212.3,0.2017414537786435
declaration 86632_3,1,1,0,0,0,0,0,0,1,0,0,3,0,3,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483.25555555555565,1440.8833333333334,0.0,1449.7666666666669,829.3418770214619,57813.0,86986.0,0.0,173439.0,50068.23592858051,963080.0,638632.4,0.33688543527017484
declaration 86632_4,1,1,0,0,1,0,0,0,1,0,0,4,0,4,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2146.025,7134.333333333333,0.0,8584.1,3393.780713918721,172121.25,515046.0,0.0,688485.0,232242.81023299013,535020.0,692301.75,0.29397358977234495
declaration 86632_5,1,1,0,0,1,0,0,0,2,0,0,5,0,5,0,2,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1738.6166666666663,7134.333333333333,0.0,8693.083333333332,3077.047026122971,242014.0,521585.0,0.0,1210070.0,254710.66858594675,528481.0,757002.75,0.4324124235308365
declaration 86632_6,2,1,0,0,1,0,0,0,2,0,0,6,0,6,0,2,1,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449.0444444444445,7134.333333333333,0.0,8694.266666666666,2842.1272230626964,288621.0,521656.0,0.0,1731726.0,254824.04605374273,528410.0,757002.75,0.4326048901421245
declaration 86641,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634300.0,811853.25,0.27991999054075356
declaration 86641_2,1,0,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.45,0.9,0.0,0.9,0.6363961030678927,27.0,54.0,0.0,54.0,38.18376618407357,634246.0,749621.94,0.18191039044787038
declaration 86641_3,1,1,0,0,0,0,0,0,1,0,0,3,0,3,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,63.96666666666667,191.0,0.0,191.9,110.01501412686058,3856.0,11514.0,0.0,11568.0,6632.077502562828,622786.0,622270.6,0.0008275314473992672
declaration 86646,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627337.0,915354.3,0.45911099217804785
declaration 86646_2,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0.1666666666666666,0.0,0.1666666666666666,0.11785113019775788,5.0,10.0,0.0,10.0,7.0710678118654755,627327.0,769584.6,0.22676789776304862
declaration 86650,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358790.0,827696.0,1.3069093341508962
declaration 86650_2,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.691666666666667,7.383333333333334,0.0,7.383333333333334,5.2208050677606765,221.5,443.0,0.0,443.0,313.2483040656405,358347.0,715857.6,0.9976660192494984
declaration 86654,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358697.0,819690.5,1.285189170804328
declaration 86654_2,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1833333333333333,0.3666666666666666,0.0,0.3666666666666666,0.2592724864350674,11.0,22.0,0.0,22.0,15.556349186104045,358675.0,717394.75,1.000124764759183
declaration 86658,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356938.0,892026.44,1.4991075130694966
declaration 86658_2,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.858333333333334,11.716666666666669,0.0,11.716666666666669,8.284934452902384,351.5,703.0,0.0,703.0,497.0960671741429,356235.0,732222.25,1.0554472469016238
declaration 86662,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435993.9,6055.470920138889
declaration 86664,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897244.0,953787.25,0.06301881093660142
declaration 86664_2,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.11666666666666665,0.2333333333333333,0.0,0.2333333333333333,0.1649915822768611,7.0,14.0,0.0,14.0,9.899494936611665,897230.0,906705.56,0.010560906902355026
declaration 86668,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288253.0,804713.9,1.791692974574419
declaration 86668_2,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1.8916666666666666,3.783333333333333,0.0,3.783333333333333,2.6752206554891047,113.5,227.0,0.0,227.0,160.51323932934628,288026.0,704594.8,1.446288920097491
declaration 86672,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,887847.0,837147.5,0.0571038703740622
declaration 86672_2,1,0,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0583333333333333,0.1166666666666666,0.0,0.1166666666666666,0.08249579113843049,3.5,7.0,0.0,7.0,4.949747468305833,887840.0,779612.06,0.12190027200846999
declaration 86672_3,1,1,0,0,0,0,0,0,1,0,0,3,0,3,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,95.24444444444445,285.6166666666667,0.0,285.73333333333335,164.86719093909542,5717.0,17144.0,0.0,17151.0,9896.072907977185,870703.0,655747.0,0.24687637460764464
declaration 86677,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885945.0,976728.9,0.10247123128410907
declaration 86677_2,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.25,0.0,0.25,0.1767766952966369,7.5,15.0,0.0,15.0,10.606601717798213,885930.0,812832.6,0.08250919937241091
declaration 86681,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885909.0,821581.1,0.0726122829771455
declaration 86681_2,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2884.766666666667,5769.533333333334,0.0,5769.533333333334,4079.6761442818256,173086.0,346172.0,0.0,346172.0,244780.56865690954,539737.0,713470.9,0.32188616863398284
declaration 86685,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884667.0,810709.5,0.0835992526001309
declaration 86685_2,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.56666666666666,225.13333333333333,0.0,225.13333333333333,159.19330667113138,6754.0,13508.0,0.0,13508.0,9551.598400267883,871159.0,707550.5,0.18780555558744155
declaration 86689,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896021.0,786223.9,0.12253856215423523
declaration 86689_2,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1.875,3.75,0.0,3.75,2.6516504294495533,112.5,225.0,0.0,225.0,159.0990257669732,895796.0,629294.25,0.2975027238344444
declaration 86693,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279940.0,786223.9,1.808544241623205
declaration 86693_2,1,0,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,13.1,0.0,13.1,9.263098833543772,393.0,786.0,0.0,786.0,555.7859300126264,279154.0,721302.25,1.5838864927602685
declaration 86693_3,1,1,0,0,0,0,0,0,1,0,0,3,0,3,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511.59444444444443,1521.6833333333334,0.0,1534.7833333333333,874.787159880958,30957.666666666668,92087.0,0.0,92873.0,52941.014292638305,187853.0,561424.3,1.9886363938824507
declaration 86698,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632542.0,848593.6,0.34156091611308026
declaration 86698_2,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.075,0.15,0.0,0.15,0.10606601717798213,4.5,9.0,0.0,9.0,6.363961030678928,632533.0,771577.6,0.21982193023921281
declaration 86702,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713660.44,9911.950520833334
declaration 86704,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632848.0,848593.6,0.34091223326928427
declaration 86704_2,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.025,0.05,0.0,0.05,0.03535533905932738,1.5,3.0,0.0,3.0,2.1213203435596424,632845.0,778226.7,0.22972716462956963
declaration 86708,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462416.0,853006.3,0.8446730054755891
declaration 86708_2,0,0,0,0,0,1,0,0,1,0,0,2,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1333333333333333,0.2666666666666666,0.0,0.2666666666666666,0.18856180831641264,8.0,16.0,0.0,16.0,11.313708498984761,462400.0,833848.4,0.8033053092560554
declaration 86708_3,0,0,0,1,0,1,0,0,1,0,0,3,0,3,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8.21111111111111,24.366666666666667,0.0,24.633333333333333,13.991756832480306,498.0,1478.0,0.0,1494.0,848.7425993786337,460938.0,842606.7,0.8280260848530605
declaration 86716,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613329.0,775668.2,0.264685327939817
declaration 86716_2,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,1.3,0.0,1.3,0.9192388155425119,39.0,78.0,0.0,78.0,55.154328932550705,613251.0,632295.25,0.03105457634802063
declaration 86720,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1474398.0,1318631.6,0.10564744051470498
declaration 86720_2,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.05,0.0,0.05,0.03535533905932738,1.5,3.0,0.0,3.0,2.1213203435596424,1474395.0,1014023.44,0.3122443866806385
declaration 86720_3,0,1,0,0,1,0,0,0,1,0,0,3,0,3,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423.7,1271.05,0.0,1271.1,733.8266263225939,25423.0,76266.0,0.0,76269.0,44031.3296301622,1398132.0,864547.1,0.3816412720687317
declaration 86720_4,0,1,0,0,1,0,0,0,2,0,0,4,0,4,0,2,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2893.5875,10303.25,0.0,11574.35,4975.98011072107,192682.5,694461.0,0.0,770730.0,336445.33982060145,779937.0,816472.4,0.046844007913459676
declaration 86720_5,0,1,0,0,1,1,0,0,2,0,0,5,0,5,0,2,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2314.9100000000003,10303.25,0.0,11574.550000000001,4499.402381622474,293040.6,694473.0,0.0,1465203.0,367770.7726197121,779925.0,871315.4,0.11717841459114658
declaration 86731,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626874.0,830641.0,0.3250525623969091
declaration 86731_2,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.525,13.05,0.0,13.05,9.227743494484445,391.5,783.0,0.0,783.0,553.6646096690667,626091.0,637004.4,0.017430972494413752
declaration 86735,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626508.0,840890.7,0.3421866719978037
