Case ID,Activity_Declaration APPROVED by ADMINISTRATION,Activity_Declaration APPROVED by PRE_APPROVER,Activity_Declaration FINAL_APPROVED by SUPERVISOR,Activity_Declaration REJECTED by EMPLOYEE,Activity_Declaration REJECTED by MISSING,Activity_Declaration REJECTED by SUPERVISOR,Activity_Declaration SAVED by EMPLOYEE,Activity_Declaration SUBMITTED by EMPLOYEE,Activity_Payment Handled,Activity_Request Payment,Resource_STAFF MEMBER,Resource_SYSTEM,id_other,Role_ADMINISTRATION,Role_EMPLOYEE,Role_MISSING,Role_PRE_APPROVER,Role_SUPERVISOR,Role_UNDEFINED,month_1,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,hour_0,hour_1,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_2,hour_20,hour_21,hour_22,hour_23,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,duration_mean,duration_max,duration_min,duration_sum,duration_std,elapsed_mean,elapsed_max,elapsed_min,elapsed_sum,elapsed_std,true_value,predicted_value,relative_error
declaration 87364_4,0,0,1,0,0,0,0,1,1,1,2,2,4,0,1,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1185.7416666666666,4678.633333333333,0.0,4742.966666666666,2328.7914617489505,72110.25,284578.0,0.0,288441.0,141656.84484315137,0.0,0.0,0.0
declaration 87368_3,0,0,1,0,0,0,0,1,0,1,2,1,3,0,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0611111111111,207.16666666666663,0.0,207.1833333333333,119.6029198051867,4144.0,12431.0,0.0,12432.0,7176.752538578991,266536.0,282799.72,0.0610188445463277
declaration 87368_4,0,0,1,0,0,0,0,1,1,1,2,2,4,0,1,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162.3625,4442.266666666666,0.0,4649.45,2188.782373848401,72849.75,278967.0,0.0,291399.0,137536.3861562338,0.0,0.0,0.0
declaration 87372_3,0,0,1,0,0,0,0,1,0,1,2,1,3,0,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,111.3777777777778,333.78333333333336,0.0,334.1333333333334,192.60894055438206,6689.666666666667,20048.0,0.0,20069.0,11568.66078391675,178701.0,234457.02,0.3120072950067431
declaration 87372_4,0,0,1,0,0,0,0,1,1,1,2,2,4,0,1,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,828.1208333333333,2978.35,0.0,3312.483333333333,1442.0868790527534,54704.5,198749.0,0.0,218818.0,96493.10591090606,0.0,226.22401,0.027105681078627673
declaration 87376_3,0,0,1,0,0,0,0,1,0,1,2,1,3,0,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922.8166666666666,2767.883333333333,0.0,2768.45,1597.8746301293825,55380.333333333336,166107.0,0.0,166141.0,95892.10771660686,624803.0,345343.28,0.4472765315627486
declaration 87376_4,0,0,1,0,0,0,0,1,1,1,2,2,4,0,1,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3295.458333333333,10413.383333333331,0.0,13181.833333333332,4921.3666261874705,239262.75,790910.0,0.0,957051.0,376006.87518304324,0.0,503.0714,0.0602769483744084
declaration 87380_3,0,0,1,0,0,0,0,1,0,1,2,1,3,0,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2680.5,8039.1,0.0,8041.5,4640.683883868843,160878.0,482490.0,0.0,482634.0,278524.1714681151,278315.0,247896.83,0.109294044068771
declaration 87380_4,0,0,1,0,0,0,0,1,1,1,2,2,4,0,1,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3170.020833333333,8039.1,0.0,12680.083333333332,3913.543218755792,310859.75,760805.0,0.0,1243439.0,376424.2872879618,0.0,1447.9137,0.17348594491841152
declaration 87384_6,0,0,2,0,1,0,0,2,0,1,5,1,6,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1451.3444444444442,7015.683333333333,0.0,8708.066666666666,2804.2631547078195,138170.66666666666,522484.0,0.0,829024.0,194598.1155054351,197285.0,183445.61,0.0701492289074182
declaration 87391_3,0,0,1,0,0,0,0,1,0,1,2,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6547.011111111112,19640.983333333337,0.0,19641.033333333336,11339.712580919784,392821.6666666667,1178462.0,0.0,1178465.0,680384.4869059945,195991.0,224454.97,0.14523099912751095
declaration 87391_4,0,0,1,0,0,0,0,1,1,1,2,2,4,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5726.887500000001,19640.983333333337,0.0,22907.550000000003,9403.002989927632,638229.5,1374453.0,0.0,2552918.0,741293.0495606983,0.0,1052.3085,0.12608536684395968
declaration 87395_3,0,0,1,0,0,0,0,1,0,1,2,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.43888888888887,1297.25,0.0,1297.3166666666666,748.9483924390498,25947.666666666668,77839.0,0.0,77843.0,44939.212947417465,265475.0,277834.62,0.0465566437517657
declaration 87395_4,0,0,1,0,0,0,0,1,1,1,2,2,4,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430.475,4424.583333333333,0.0,5721.9,2087.6430360620843,105289.25,343314.0,0.0,421157.0,162870.20176687732,0.0,577.8963,0.06924230784442023
declaration 87399_3,0,0,1,0,0,0,0,1,0,1,2,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6241.427777777779,18717.883333333335,0.0,18724.283333333336,10804.92793415647,374613.6666666667,1123457.0,0.0,1123841.0,648517.3785430375,271146.0,233327.16,0.13947778595295524
declaration 87399_4,0,0,1,0,0,0,0,1,1,1,2,2,4,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5810.845833333335,18717.883333333335,0.0,23243.38333333334,8864.117648422174,629611.0,1394603.0,0.0,2518444.0,735171.9210792353,0.0,429.68863,0.05148437924159965
declaration 87403_3,0,0,1,0,0,0,0,1,0,1,2,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3396.8777777777777,10190.4,0.0,10190.633333333333,5883.362826775303,203817.33333333334,611438.0,0.0,611452.0,353009.8525102852,271400.0,270544.88,0.003150792188651437
declaration 87403_4,0,0,1,0,0,0,0,1,1,1,2,2,4,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3678.491666666667,10190.4,0.0,14713.966666666667,4836.6514894757665,373572.5,882838.0,0.0,1494290.0,445358.92313915375,0.0,0.0,0.0
declaration 87415_6,0,0,2,0,1,0,0,2,0,1,5,1,6,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5226.516666666667,25593.983333333337,0.0,31359.100000000006,10111.580270275377,1382637.5,1881546.0,0.0,8295825.0,687313.9865754952,280476.0,281934.06,0.0051985285728547185
declaration 87422_3,0,0,1,0,0,0,0,1,0,1,2,1,3,0,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,15971.800000000001,47915.26666666667,0.0,47915.4,27663.853618355086,958310.6666666666,2874924.0,0.0,2874932.0,1659835.8359034588,267248.0,282542.0,0.0572277435191283
declaration 87422_4,0,0,1,0,0,0,0,1,1,1,2,2,4,0,1,0,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13092.383333333333,47915.26666666667,0.0,52369.53333333333,23310.012713559303,1504276.0,3142172.0,0.0,6017104.0,1740406.8247318882,0.0,542.71735,0.06502724013795905
declaration 87426_3,0,0,1,0,0,0,0,1,0,1,2,1,3,0,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,709.1055555555555,2127.0333333333333,0.0,2127.3166666666666,1227.961484459026,42552.0,127639.0,0.0,127656.0,73687.50402205248,287002.0,299439.28,0.0433351727514094
declaration 87426_4,0,0,1,0,0,0,0,1,1,1,2,2,4,0,1,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1727.6708333333333,4783.366666666667,0.0,6910.683333333333,2270.4978540519764,135574.25,414641.0,0.0,542297.0,195531.2118637755,0.0,954.5499,0.11437214554970196
declaration 87430_3,0,0,1,0,0,0,0,1,0,1,2,1,3,0,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,227.61111111111111,681.5666666666667,0.0,682.8333333333334,393.1375534414462,13682.0,40970.0,0.0,41046.0,23632.131770113334,372577.0,355402.94,0.04609533733966401
declaration 87430_4,0,0,1,0,0,0,0,1,1,1,2,2,4,0,1,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1723.1125,6209.616666666667,0.0,6892.45,3008.1781375596206,113648.25,413547.0,0.0,454593.0,200861.45222744124,0.0,1356.3408,0.1625138773439372
declaration 87434_4,0,1,1,0,0,0,0,1,0,1,3,1,4,0,1,0,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2913.041666666667,11559.816666666668,0.0,11652.166666666668,5764.678748533721,176174.25,699130.0,0.0,704697.0,348646.905815779,275688.0,319096.88,0.15745652694350135
declaration 87434_5,0,1,1,0,0,0,0,1,1,1,3,2,5,0,1,0,1,1,2,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3249.3933333333334,11559.816666666668,0.0,16246.966666666667,5048.69319960071,335903.0,974818.0,0.0,1679515.0,467688.3220521975,0.0,257.56796,0.030861246423015142
declaration 87439_3,0,0,1,0,0,0,0,1,0,1,2,1,3,0,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3161.9833333333336,9482.066666666668,0.0,9485.95,5473.353065103492,189796.66666666666,569157.0,0.0,569390.0,328535.7065104695,374949.0,550873.06,0.4691946438048908
declaration 87439_4,0,0,1,0,0,0,0,1,1,1,2,2,4,0,1,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3933.775,9482.066666666668,0.0,15735.1,4728.041739500928,378374.0,944106.0,0.0,1513496.0,462820.46507258085,0.0,518.97614,0.062182618650120564
declaration 87449_3,0,0,1,0,0,0,0,1,0,1,2,1,3,0,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5131.061111111111,15390.283333333333,0.0,15393.183333333332,8884.747185835042,307921.6666666667,923591.0,0.0,923765.0,533185.2900956039,197527.0,203606.55,0.03077830815534079
declaration 87449_4,0,0,1,0,0,0,0,1,1,1,2,2,4,0,1,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4671.325,15390.283333333333,0.0,18685.3,7312.403905117254,511220.75,1121118.0,0.0,2044883.0,595689.8842403234,0.0,1382.3483,0.1656300343399907
declaration 87453_3,0,0,1,0,0,0,0,1,0,1,2,1,3,0,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1681.4499999999998,5043.966666666666,0.0,5044.349999999999,2912.024860289562,100894.66666666667,302661.0,0.0,302684.0,174734.77067353632,374757.0,456237.53,0.21742230632116277
declaration 87453_4,0,0,1,0,0,0,0,1,1,1,2,2,4,0,1,0,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2822.575,6245.95,0.0,11290.3,3295.7433537513652,245025.5,677418.0,0.0,980102.0,321635.84251603554,0.0,811.2435,0.09720147738718397
declaration 87457_4,0,1,1,0,0,0,0,1,0,1,3,1,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2497.6875,5829.083333333333,0.0,9990.75,2960.5203687169524,212376.25,599445.0,0.0,849505.0,283589.9865232374,194595.0,218309.83,0.12186761286261209
declaration 87457_5,0,1,1,0,0,0,0,1,1,1,3,2,5,0,1,0,1,1,2,0,0,0,0,0,0,0,0,3,2,0,0,0,3,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2646.8,5829.083333333333,0.0,13234.0,2585.4754550125244,328709.0,794040.0,0.0,1643545.0,357748.5205490024,0.0,726.2325,0.08701563418525717
declaration 87462_4,0,1,1,0,0,0,0,1,0,1,3,1,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7562.541666666666,18719.316666666666,0.0,30250.166666666664,8809.025795008754,1030922.0,1815010.0,0.0,4123688.0,754983.8979311634,182573.0,215755.3,0.18174810555229962
declaration 87462_5,0,1,1,0,0,0,0,1,1,1,3,2,5,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,4,0,0,1,3,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6658.610000000001,18719.316666666666,0.0,33293.05,7892.063347620893,1224254.2,1997583.0,0.0,6121271.0,783828.5605830525,0.0,285.7532,0.034238342241277635
declaration 87467_3,0,0,1,0,0,0,0,1,0,1,2,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387.3555555555556,1162.0166666666669,0.0,1162.0666666666668,670.8762020119108,23242.333333333332,69724.0,0.0,69727.0,40254.304171521006,354915.0,336189.3,0.05276104842004423
declaration 87467_4,0,0,1,0,0,0,0,1,1,1,2,2,4,0,1,0,0,1,2,0,0,0,0,0,0,0,0,3,1,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1769.3291666666667,5915.25,0.0,7077.316666666667,2817.7037044693957,123591.5,424639.0,0.0,494366.0,203371.81140053144,0.0,1272.2178,0.1524344324751378
declaration 87471_3,0,0,1,0,0,0,0,1,0,1,2,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3255.211111111111,9764.7,0.0,9765.633333333333,5637.382762745821,195331.33333333334,585938.0,0.0,585994.0,338275.2973797131,280699.0,230195.25,0.17992137485349075
declaration 87471_4,0,0,1,0,0,0,0,1,1,1,2,2,4,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3610.9875,9764.7,0.0,14443.95,4657.577728608768,363157.75,866637.0,0.0,1452631.0,434683.3434462187,0.0,0.0,0.0
declaration 87475_3,0,0,1,0,0,0,0,1,0,1,2,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1308.3555555555556,3891.3166666666666,0.0,3925.0666666666666,2236.973589866286,79176.33333333333,235504.0,0.0,237529.0,135387.5167079053,291873.0,254128.97,0.12931662486766504
declaration 87475_4,0,0,1,0,0,0,0,1,1,1,2,2,4,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2197.4041666666667,4864.55,0.0,8789.616666666667,2549.0515150111337,191226.5,527377.0,0.0,764906.0,249881.59700212686,0.0,96.58735,0.011572891078119851
declaration 87479_3,0,0,1,0,0,0,0,1,0,1,2,1,3,0,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,813.1222222222223,2439.0333333333333,0.0,2439.366666666667,1408.0803363813102,48794.0,146362.0,0.0,146382.0,84496.36718818152,278521.0,282870.1,0.015614958118059321
declaration 87479_4,0,0,1,0,0,0,0,1,1,1,2,2,4,0,1,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1770.3458333333333,4642.016666666666,0.0,7081.383333333333,2233.137178009937,142816.25,424883.0,0.0,571265.0,200301.00189194427,0.0,1194.4082,0.14311145496345554
declaration 87483_4,0,1,1,0,0,0,0,1,0,1,3,1,4,0,1,0,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4633.345833333333,11903.416666666666,0.0,18533.38333333333,5681.055624346702,731091.75,1112003.0,0.0,2924367.0,521092.4600115767,2603710.0,981962.06,0.6228604328054967
declaration 87483_5,0,1,1,0,0,0,0,1,1,1,3,2,5,0,1,0,1,1,2,1,0,2,2,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12385.71,43395.166666666664,0.0,61928.549999999996,18019.47684085966,1328016.0,3715713.0,0.0,6640080.0,1408987.5141749838,0.0,36180.414,4.335060395698538
declaration 87488_3,0,0,1,0,0,0,0,1,0,1,2,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2846.8611111111113,7171.866666666667,0.0,8540.583333333334,3807.5715515394572,198186.0,512435.0,0.0,594558.0,275227.8552090976,277697.0,192356.06,0.30731674270877973
declaration 87488_4,0,0,1,0,0,0,0,1,1,1,2,2,4,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3292.216666666667,7171.866666666667,0.0,13168.866666666669,3233.9501691973937,346172.5,790132.0,0.0,1384690.0,371618.4399591423,0.0,0.0,0.0
declaration 87492_4,0,1,1,0,0,0,0,1,0,1,3,1,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2026.5833333333333,6752.966666666666,0.0,8106.333333333333,3214.8028788426227,222902.0,486380.0,0.0,891608.0,259495.51686429317,117574.0,217206.66,0.8474038158946706
declaration 87492_5,0,1,1,0,0,0,0,1,1,1,3,2,5,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2013.1799999999998,6752.966666666666,0.0,10065.9,2784.2622737600227,299112.4,603954.0,0.0,1495562.0,282034.6925385244,0.0,392.97375,0.04708528095888
declaration 87497_4,0,1,1,0,0,0,0,1,0,1,3,1,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2502.0125,9717.85,0.0,10008.05,4812.500093398267,295893.0,600483.0,0.0,1183572.0,341736.4725311011,372329.0,308291.1,0.17199279736469628
declaration 87497_5,0,1,1,0,0,0,0,1,1,1,3,2,5,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3242.7066666666665,9717.85,0.0,16213.533333333333,4484.780608278279,431276.8,972812.0,0.0,2156384.0,423357.68447696796,0.0,155.65222,0.018649918725100346
declaration 87505_3,0,0,1,0,0,0,0,1,0,1,2,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,245.56666666666663,733.2833333333333,0.0,736.6999999999999,422.37847792129645,14802.333333333334,44202.0,0.0,44407.0,25461.06451689193,283862.0,260777.56,0.08132274661631356
declaration 87505_4,0,0,1,0,0,0,0,1,1,1,2,2,4,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1366.9333333333334,4731.033333333334,0.0,5467.733333333334,2269.094207722218,93117.75,328064.0,0.0,372471.0,158004.4149855208,0.0,1315.7172,0.15764643698609362
declaration 87509_3,0,0,1,0,0,0,0,1,0,1,2,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1502.8666666666666,4505.516666666666,0.0,4508.599999999999,2600.3716356726995,90233.66666666667,270516.0,0.0,270701.0,156129.10792140372,362192.0,351535.88,0.029421204775367762
declaration 87509_4,0,0,1,0,0,0,0,1,1,1,2,2,4,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2636.2833333333333,6036.533333333334,0.0,10545.133333333333,3105.8796591065557,225852.25,632708.0,0.0,903409.0,299700.62752951204,0.0,964.8848,0.11561045131322265
declaration 87513_4,0,1,1,0,0,0,0,1,0,1,3,1,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,333.0666666666667,1201.9,0.0,1332.2666666666669,582.286754958414,21977.75,79936.0,0.0,87911.0,38811.01737372177,204468.0,202689.19,0.008699710957215799
declaration 87513_5,0,1,1,0,0,0,0,1,1,1,3,2,5,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,948.0133333333335,3407.8,0.0,4740.0666666666675,1464.61271774221,74463.0,284404.0,0.0,372315.0,122078.78046573041,0.0,29.378487,0.003520067892799039
declaration 87518_3,0,0,1,0,0,0,0,1,0,1,2,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.75,156.81666666666666,0.0,158.25,90.12722643266264,3193.6666666666665,9495.0,0.0,9581.0,5457.284153618294,180942.0,232463.48,0.28474032770169444
declaration 87518_4,0,0,1,0,0,0,0,1,1,1,2,2,4,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793.4875,3015.7,0.0,3173.95,1483.3015383218485,50004.5,190437.0,0.0,200018.0,93727.64321692934,0.0,485.10223,0.058123919708449406
declaration 87522_3,0,0,1,0,0,0,0,1,0,1,2,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,617.1444444444443,1833.8666666666663,0.0,1851.433333333333,1053.7489603702968,37380.0,111086.0,0.0,112140.0,63833.44386761535,176447.0,221308.34,0.25424826576819104
